"","chr","start","end"
"3390","10",1.2e+08,120500000
"3391","10",120500000,1.21e+08
"3392","10",1.21e+08,121500000
"3393","10",121500000,1.22e+08
"3394","10",1.22e+08,122500000
"3395","10",122500000,1.23e+08
"3396","10",1.23e+08,123500000
"3397","10",123500000,1.24e+08
"3398","10",1.24e+08,124500000
"3399","10",124500000,1.25e+08
"3400","10",1.25e+08,125500000
"3401","10",125500000,1.26e+08
"3402","10",1.26e+08,126500000
"3403","10",126500000,1.27e+08
"3404","10",1.27e+08,127500000
"3405","10",127500000,1.28e+08
"3406","10",1.28e+08,128500000
"3407","10",128500000,1.29e+08
"3408","10",1.29e+08,129500000
"3409","10",129500000,1.3e+08
"3410","10",1.3e+08,130500000
"3411","10",130500000,1.31e+08
"3412","10",1.31e+08,131500000
"3413","10",131500000,1.32e+08
"3414","10",1.32e+08,132500000
"3415","10",132500000,1.33e+08
"3416","10",1.33e+08,133500000
"3417","10",133500000,1.34e+08
"3418","10",1.34e+08,134500000
"3419","10",134500000,1.35e+08
"3420","11",5e+05,1e+06
"3421","11",1e+06,1500000
"3422","11",1500000,2e+06
"3423","11",2e+06,2500000
"3424","11",2500000,3e+06
"3425","11",3e+06,3500000
"3426","11",3500000,4e+06
"3427","11",4e+06,4500000
"3428","11",4500000,5e+06
"3429","11",5e+06,5500000
"3430","11",5500000,6e+06
"3431","11",6e+06,6500000
"3432","11",7e+06,7500000
"3433","11",7500000,8e+06
"3434","11",8e+06,8500000
"3435","11",8500000,9e+06
"3436","11",9e+06,9500000
"3437","11",9500000,1e+07
"3438","11",1e+07,10500000
"3439","11",1.1e+07,11500000
"3440","11",11500000,1.2e+07
"3441","11",1.2e+07,12500000
"3442","11",12500000,1.3e+07
"3443","11",1.3e+07,13500000
"3444","11",13500000,1.4e+07
"3445","11",1.4e+07,14500000
"3446","11",14500000,1.5e+07
"3447","11",1.5e+07,15500000
"3448","11",15500000,1.6e+07
"3449","11",1.6e+07,16500000
"3450","11",16500000,1.7e+07
"3451","11",1.7e+07,17500000
"3452","11",17500000,1.8e+07
"3453","11",1.8e+07,18500000
"3454","11",18500000,1.9e+07
"3455","11",1.9e+07,19500000
"3456","11",19500000,2e+07
"3457","11",2e+07,20500000
"3458","11",20500000,2.1e+07
"3459","11",2.1e+07,21500000
"3460","11",21500000,2.2e+07
"3461","11",2.2e+07,22500000
"3462","11",22500000,2.3e+07
"3463","11",2.3e+07,23500000
"3464","11",23500000,2.4e+07
"3465","11",2.4e+07,24500000
"3466","11",24500000,2.5e+07
"3467","11",2.5e+07,25500000
"3468","11",25500000,2.6e+07
"3469","11",2.6e+07,26500000
"3470","11",26500000,2.7e+07
"3471","11",2.7e+07,27500000
"3472","11",27500000,2.8e+07
"3473","11",2.8e+07,28500000
"3474","11",28500000,2.9e+07
"3475","11",2.9e+07,29500000
"3476","11",29500000,3e+07
"3477","11",3e+07,30500000
"3478","11",30500000,3.1e+07
"3479","11",3.1e+07,31500000
"3480","11",31500000,3.2e+07
"3481","11",3.2e+07,32500000
"3482","11",32500000,3.3e+07
"3483","11",3.3e+07,33500000
"3484","11",33500000,3.4e+07
"3485","11",3.4e+07,34500000
"3486","11",34500000,3.5e+07
"3487","11",3.5e+07,35500000
"3488","11",35500000,3.6e+07
"3489","11",3.6e+07,36500000
"3490","11",36500000,3.7e+07
"3491","11",3.7e+07,37500000
"3492","11",37500000,3.8e+07
"3493","11",3.8e+07,38500000
"3494","11",38500000,3.9e+07
"3495","11",3.9e+07,39500000
"3496","11",39500000,4e+07
"3497","11",4e+07,40500000
"3498","11",40500000,4.1e+07
"3499","11",4.1e+07,41500000
"3500","11",41500000,4.2e+07
"3501","11",4.2e+07,42500000
"3502","11",42500000,4.3e+07
"3503","11",4.3e+07,43500000
"3504","11",43500000,4.4e+07
"3505","11",4.4e+07,44500000
"3506","11",44500000,4.5e+07
"3507","11",4.5e+07,45500000
"3508","11",45500000,4.6e+07
"3509","11",4.6e+07,46500000
"3510","11",46500000,4.7e+07
"3511","11",4.7e+07,47500000
"3512","11",47500000,4.8e+07
"3513","11",4.8e+07,48500000
"3514","11",4.9e+07,49500000
"3515","11",49500000,5e+07
"3516","11",55500000,5.6e+07
"3517","11",5.6e+07,56500000
"3518","11",56500000,5.7e+07
"3519","11",5.7e+07,57500000
"3520","11",57500000,5.8e+07
"3521","11",5.8e+07,58500000
"3522","11",58500000,5.9e+07
"3523","11",5.9e+07,59500000
"3524","11",59500000,6e+07
"3525","11",6e+07,60500000
"3526","11",60500000,6.1e+07
"3527","11",6.1e+07,61500000
"3528","11",61500000,6.2e+07
"3529","11",6.2e+07,62500000
"3530","11",62500000,6.3e+07
"3531","11",6.3e+07,63500000
"3532","11",63500000,6.4e+07
"3533","11",6.4e+07,64500000
"3534","11",64500000,6.5e+07
"3535","11",6.5e+07,65500000
"3536","11",65500000,6.6e+07
"3537","11",6.6e+07,66500000
"3538","11",66500000,6.7e+07
"3539","11",6.7e+07,67500000
"3540","11",67500000,6.8e+07
"3541","11",6.8e+07,68500000
"3542","11",68500000,6.9e+07
"3543","11",6.9e+07,69500000
"3544","11",69500000,7e+07
"3545","11",7e+07,70500000
"3546","11",70500000,7.1e+07
"3547","11",7.1e+07,71500000
"3548","11",71500000,7.2e+07
"3549","11",7.2e+07,72500000
"3550","11",72500000,7.3e+07
"3551","11",73500000,7.4e+07
"3552","11",7.4e+07,74500000
"3553","11",74500000,7.5e+07
"3554","11",7.5e+07,75500000
"3555","11",75500000,7.6e+07
"3556","11",7.6e+07,76500000
"3557","11",76500000,7.7e+07
"3558","11",7.7e+07,77500000
"3559","11",77500000,7.8e+07
"3560","11",7.8e+07,78500000
"3561","11",78500000,7.9e+07
"3562","11",7.9e+07,79500000
"3563","11",79500000,8e+07
"3564","11",8e+07,80500000
"3565","11",80500000,8.1e+07
"3566","11",8.1e+07,81500000
"3567","11",81500000,8.2e+07
"3568","11",8.2e+07,82500000
"3569","11",82500000,8.3e+07
"3570","11",8.3e+07,83500000
"3571","11",83500000,8.4e+07
"3572","11",8.4e+07,84500000
"3573","11",84500000,8.5e+07
"3574","11",85500000,8.6e+07
"3575","11",8.6e+07,86500000
"3576","11",86500000,8.7e+07
"3577","11",8.7e+07,87500000
"3578","11",8.8e+07,88500000
"3579","11",88500000,8.9e+07
"3580","11",8.9e+07,89500000
"3581","11",89500000,9e+07
"3582","11",9e+07,90500000
"3583","11",90500000,9.1e+07
"3584","11",9.1e+07,91500000
"3585","11",91500000,9.2e+07
"3586","11",9.2e+07,92500000
"3587","11",92500000,9.3e+07
"3588","11",9.3e+07,93500000
"3589","11",93500000,9.4e+07
"3590","11",9.4e+07,94500000
"3591","11",94500000,9.5e+07
"3592","11",9.5e+07,95500000
"3593","11",95500000,9.6e+07
"3594","11",9.6e+07,96500000
"3595","11",96500000,9.7e+07
"3596","11",9.7e+07,97500000
"3597","11",97500000,9.8e+07
"3598","11",9.8e+07,98500000
"3599","11",98500000,9.9e+07
"3600","11",9.9e+07,99500000
"3601","11",99500000,1e+08
"3602","11",1e+08,100500000
"3603","11",100500000,1.01e+08
"3604","11",1.01e+08,101500000
"3605","11",101500000,1.02e+08
"3606","11",1.02e+08,102500000
"3607","11",102500000,1.03e+08
"3608","11",103500000,1.04e+08
"3609","11",1.04e+08,104500000
"3610","11",104500000,1.05e+08
"3611","11",1.05e+08,105500000
"3612","11",105500000,1.06e+08
"3613","11",1.06e+08,106500000
"3614","11",106500000,1.07e+08
"3615","11",1.07e+08,107500000
"3616","11",107500000,1.08e+08
"3617","11",1.08e+08,108500000
"3618","11",108500000,1.09e+08
"3619","11",1.09e+08,109500000
"3620","11",109500000,1.1e+08
"3621","11",1.1e+08,110500000
"3622","11",110500000,1.11e+08
"3623","11",1.11e+08,111500000
"3624","11",111500000,1.12e+08
"3625","11",1.12e+08,112500000
"3626","11",112500000,1.13e+08
"3627","11",1.13e+08,113500000
"3628","11",113500000,1.14e+08
"3629","11",1.14e+08,114500000
"3630","11",114500000,1.15e+08
"3631","11",1.15e+08,115500000
"3632","11",115500000,1.16e+08
"3633","11",1.16e+08,116500000
"3634","11",116500000,1.17e+08
"3635","11",1.17e+08,117500000
"3636","11",117500000,1.18e+08
"3637","11",1.18e+08,118500000
"3638","11",118500000,1.19e+08
"3639","11",1.19e+08,119500000
"3640","11",119500000,1.2e+08
"3641","11",1.2e+08,120500000
"3642","11",120500000,1.21e+08
"3643","11",1.21e+08,121500000
"3644","11",121500000,1.22e+08
"3645","11",1.22e+08,122500000
"3646","11",1.23e+08,123500000
"3647","11",123500000,1.24e+08
"3648","11",1.24e+08,124500000
"3649","11",124500000,1.25e+08
"3650","11",1.25e+08,125500000
"3651","11",125500000,1.26e+08
"3652","11",1.26e+08,126500000
"3653","11",126500000,1.27e+08
"3654","11",1.27e+08,127500000
"3655","11",127500000,1.28e+08
"3656","11",1.28e+08,128500000
"3657","11",128500000,1.29e+08
"3658","11",1.29e+08,129500000
"3659","11",129500000,1.3e+08
"3660","11",1.3e+08,130500000
"3661","11",130500000,1.31e+08
"3662","11",1.31e+08,131500000
"3663","11",131500000,1.32e+08
"3664","11",1.32e+08,132500000
"3665","11",132500000,1.33e+08
"3666","11",1.33e+08,133500000
"3667","11",133500000,1.34e+08
"3668","11",1.34e+08,134500000
"3669","12",5e+05,1e+06
"3670","12",1e+06,1500000
"3671","12",1500000,2e+06
"3672","12",2e+06,2500000
"3673","12",2500000,3e+06
"3674","12",3e+06,3500000
"3675","12",3500000,4e+06
"3676","12",4e+06,4500000
"3677","12",4500000,5e+06
"3678","12",5e+06,5500000
"3679","12",5500000,6e+06
"3680","12",6e+06,6500000
"3681","12",6500000,7e+06
"3682","12",7e+06,7500000
"3683","12",7500000,8e+06
"3684","12",8e+06,8500000
"3685","12",8500000,9e+06
"3686","12",9e+06,9500000
"3687","12",9500000,1e+07
"3688","12",1e+07,10500000
"3689","12",10500000,1.1e+07
"3690","12",1.1e+07,11500000
"3691","12",11500000,1.2e+07
"3692","12",1.2e+07,12500000
"3693","12",12500000,1.3e+07
"3694","12",1.3e+07,13500000
"3695","12",13500000,1.4e+07
"3696","12",1.4e+07,14500000
"3697","12",14500000,1.5e+07
"3698","12",1.5e+07,15500000
"3699","12",15500000,1.6e+07
"3700","12",1.6e+07,16500000
"3701","12",16500000,1.7e+07
"3702","12",1.7e+07,17500000
"3703","12",17500000,1.8e+07
"3704","12",1.8e+07,18500000
"3705","12",18500000,1.9e+07
"3706","12",1.9e+07,19500000
"3707","12",19500000,2e+07
"3708","12",2e+07,20500000
"3709","12",2.1e+07,21500000
"3710","12",21500000,2.2e+07
"3711","12",2.2e+07,22500000
"3712","12",22500000,2.3e+07
"3713","12",2.3e+07,23500000
"3714","12",23500000,2.4e+07
"3715","12",2.4e+07,24500000
"3716","12",24500000,2.5e+07
"3717","12",2.5e+07,25500000
"3718","12",25500000,2.6e+07
"3719","12",2.6e+07,26500000
"3720","12",26500000,2.7e+07
"3721","12",2.7e+07,27500000
"3722","12",27500000,2.8e+07
"3723","12",2.8e+07,28500000
"3724","12",28500000,2.9e+07
"3725","12",2.9e+07,29500000
"3726","12",29500000,3e+07
"3727","12",3e+07,30500000
"3728","12",30500000,3.1e+07
"3729","12",3.1e+07,31500000
"3730","12",31500000,3.2e+07
"3731","12",3.2e+07,32500000
"3732","12",32500000,3.3e+07
"3733","12",3.3e+07,33500000
"3734","12",33500000,3.4e+07
"3735","12",3.9e+07,39500000
"3736","12",39500000,4e+07
"3737","12",4e+07,40500000
"3738","12",40500000,4.1e+07
"3739","12",4.1e+07,41500000
"3740","12",4.2e+07,42500000
"3741","12",42500000,4.3e+07
"3742","12",4.3e+07,43500000
"3743","12",43500000,4.4e+07
"3744","12",4.4e+07,44500000
"3745","12",44500000,4.5e+07
"3746","12",4.5e+07,45500000
"3747","12",45500000,4.6e+07
"3748","12",4.6e+07,46500000
"3749","12",46500000,4.7e+07
"3750","12",4.7e+07,47500000
"3751","12",47500000,4.8e+07
"3752","12",4.8e+07,48500000
"3753","12",48500000,4.9e+07
"3754","12",4.9e+07,49500000
"3755","12",49500000,5e+07
"3756","12",5e+07,50500000
"3757","12",50500000,5.1e+07
"3758","12",5.1e+07,51500000
"3759","12",51500000,5.2e+07
"3760","12",5.2e+07,52500000
"3761","12",52500000,5.3e+07
"3762","12",5.3e+07,53500000
"3763","12",53500000,5.4e+07
"3764","12",5.4e+07,54500000
"3765","12",54500000,5.5e+07
"3766","12",5.5e+07,55500000
"3767","12",55500000,5.6e+07
"3768","12",5.6e+07,56500000
"3769","12",56500000,5.7e+07
"3770","12",5.7e+07,57500000
"3771","12",57500000,5.8e+07
"3772","12",5.8e+07,58500000
"3773","12",58500000,5.9e+07
"3774","12",5.9e+07,59500000
"3775","12",59500000,6e+07
"3776","12",6e+07,60500000
"3777","12",60500000,6.1e+07
"3778","12",6.1e+07,61500000
"3779","12",61500000,6.2e+07
"3780","12",6.2e+07,62500000
"3781","12",62500000,6.3e+07
"3782","12",6.3e+07,63500000
"3783","12",63500000,6.4e+07
"3784","12",6.4e+07,64500000
"3785","12",64500000,6.5e+07
"3786","12",6.5e+07,65500000
"3787","12",65500000,6.6e+07
"3788","12",6.6e+07,66500000
"3789","12",66500000,6.7e+07
"3790","12",6.7e+07,67500000
"3791","12",67500000,6.8e+07
"3792","12",6.8e+07,68500000
"3793","12",68500000,6.9e+07
"3794","12",6.9e+07,69500000
"3795","12",69500000,7e+07
"3796","12",7e+07,70500000
"3797","12",70500000,7.1e+07
"3798","12",7.1e+07,71500000
"3799","12",71500000,7.2e+07
"3800","12",7.2e+07,72500000
"3801","12",72500000,7.3e+07
"3802","12",7.3e+07,73500000
"3803","12",73500000,7.4e+07
"3804","12",7.4e+07,74500000
"3805","12",74500000,7.5e+07
"3806","12",7.5e+07,75500000
"3807","12",75500000,7.6e+07
"3808","12",7.6e+07,76500000
"3809","12",76500000,7.7e+07
"3810","12",7.7e+07,77500000
"3811","12",77500000,7.8e+07
"3812","12",7.8e+07,78500000
"3813","12",78500000,7.9e+07
"3814","12",7.9e+07,79500000
"3815","12",79500000,8e+07
"3816","12",8e+07,80500000
"3817","12",80500000,8.1e+07
"3818","12",8.1e+07,81500000
"3819","12",81500000,8.2e+07
"3820","12",8.2e+07,82500000
"3821","12",82500000,8.3e+07
"3822","12",8.3e+07,83500000
"3823","12",83500000,8.4e+07
"3824","12",8.4e+07,84500000
"3825","12",84500000,8.5e+07
"3826","12",8.5e+07,85500000
"3827","12",85500000,8.6e+07
"3828","12",8.6e+07,86500000
"3829","12",86500000,8.7e+07
"3830","12",8.7e+07,87500000
"3831","12",87500000,8.8e+07
"3832","12",8.8e+07,88500000
"3833","12",88500000,8.9e+07
"3834","12",8.9e+07,89500000
"3835","12",89500000,9e+07
"3836","12",9e+07,90500000
"3837","12",90500000,9.1e+07
"3838","12",9.1e+07,91500000
"3839","12",91500000,9.2e+07
"3840","12",9.2e+07,92500000
"3841","12",92500000,9.3e+07
"3842","12",9.3e+07,93500000
"3843","12",93500000,9.4e+07
"3844","12",9.4e+07,94500000
"3845","12",94500000,9.5e+07
"3846","12",9.5e+07,95500000
"3847","12",95500000,9.6e+07
"3848","12",9.6e+07,96500000
"3849","12",96500000,9.7e+07
"3850","12",9.7e+07,97500000
"3851","12",97500000,9.8e+07
"3852","12",9.8e+07,98500000
"3853","12",98500000,9.9e+07
"3854","12",9.9e+07,99500000
"3855","12",99500000,1e+08
"3856","12",1e+08,100500000
"3857","12",100500000,1.01e+08
"3858","12",1.01e+08,101500000
"3859","12",101500000,1.02e+08
"3860","12",1.02e+08,102500000
"3861","12",102500000,1.03e+08
"3862","12",1.03e+08,103500000
"3863","12",103500000,1.04e+08
"3864","12",1.04e+08,104500000
"3865","12",104500000,1.05e+08
"3866","12",1.05e+08,105500000
"3867","12",105500000,1.06e+08
"3868","12",1.06e+08,106500000
"3869","12",106500000,1.07e+08
"3870","12",1.07e+08,107500000
"3871","12",107500000,1.08e+08
"3872","12",1.08e+08,108500000
"3873","12",108500000,1.09e+08
"3874","12",1.09e+08,109500000
"3875","12",109500000,1.1e+08
"3876","12",1.1e+08,110500000
"3877","12",110500000,1.11e+08
"3878","12",1.11e+08,111500000
"3879","12",111500000,1.12e+08
"3880","12",1.12e+08,112500000
"3881","12",112500000,1.13e+08
"3882","12",1.13e+08,113500000
"3883","12",113500000,1.14e+08
"3884","12",1.14e+08,114500000
"3885","12",114500000,1.15e+08
"3886","12",1.15e+08,115500000
"3887","12",115500000,1.16e+08
"3888","12",1.16e+08,116500000
"3889","12",116500000,1.17e+08
"3890","12",1.17e+08,117500000
"3891","12",117500000,1.18e+08
"3892","12",1.18e+08,118500000
"3893","12",118500000,1.19e+08
"3894","12",1.19e+08,119500000
"3895","12",119500000,1.2e+08
"3896","12",1.2e+08,120500000
"3897","12",120500000,1.21e+08
"3898","12",1.21e+08,121500000
"3899","12",121500000,1.22e+08
"3900","12",1.22e+08,122500000
"3901","12",122500000,1.23e+08
"3902","12",1.23e+08,123500000
"3903","12",123500000,1.24e+08
"3904","12",1.24e+08,124500000
"3905","12",124500000,1.25e+08
"3906","12",1.25e+08,125500000
"3907","12",125500000,1.26e+08
"3908","12",1.26e+08,126500000
"3909","12",126500000,1.27e+08
"3910","12",1.27e+08,127500000
"3911","12",1.28e+08,128500000
"3912","12",128500000,1.29e+08
"3913","12",1.29e+08,129500000
"3914","12",129500000,1.3e+08
"3915","12",1.3e+08,130500000
"3916","12",130500000,1.31e+08
"3917","12",1.31e+08,131500000
"3918","12",131500000,1.32e+08
"3919","12",132500000,1.33e+08
"3920","12",1.33e+08,133500000
"3921","13",5e+05,1e+06
"3922","13",1e+06,1500000
"3923","13",1500000,2e+06
"3924","13",2e+06,2500000
"3925","13",2500000,3e+06
"3926","13",3e+06,3500000
"3927","13",3500000,4e+06
"3928","13",4e+06,4500000
"3929","13",4500000,5e+06
"3930","13",5e+06,5500000
"3931","13",5500000,6e+06
"3932","13",6e+06,6500000
"3933","13",6500000,7e+06
"3934","13",7e+06,7500000
"3935","13",7500000,8e+06
"3936","13",8e+06,8500000
"3937","13",8500000,9e+06
"3938","13",9e+06,9500000
"3939","13",9500000,1e+07
"3940","13",1e+07,10500000
"3941","13",10500000,1.1e+07
"3942","13",1.1e+07,11500000
"3943","13",11500000,1.2e+07
"3944","13",1.2e+07,12500000
"3945","13",12500000,1.3e+07
"3946","13",1.3e+07,13500000
"3947","13",13500000,1.4e+07
"3948","13",1.4e+07,14500000
"3949","13",14500000,1.5e+07
"3950","13",1.5e+07,15500000
"3951","13",15500000,1.6e+07
"3952","13",1.6e+07,16500000
"3953","13",1.9e+07,19500000
"3954","13",19500000,2e+07
"3955","13",2e+07,20500000
"3956","13",20500000,2.1e+07
"3957","13",2.1e+07,21500000
"3958","13",21500000,2.2e+07
"3959","13",2.2e+07,22500000
"3960","13",22500000,2.3e+07
"3961","13",2.3e+07,23500000
"3962","13",23500000,2.4e+07
"3963","13",2.4e+07,24500000
"3964","13",24500000,2.5e+07
"3965","13",2.5e+07,25500000
"3966","13",25500000,2.6e+07
"3967","13",2.6e+07,26500000
"3968","13",26500000,2.7e+07
"3969","13",2.7e+07,27500000
"3970","13",27500000,2.8e+07
"3971","13",2.8e+07,28500000
"3972","13",28500000,2.9e+07
"3973","13",2.9e+07,29500000
"3974","13",29500000,3e+07
"3975","13",3e+07,30500000
"3976","13",30500000,3.1e+07
"3977","13",3.1e+07,31500000
"3978","13",31500000,3.2e+07
"3979","13",3.2e+07,32500000
"3980","13",32500000,3.3e+07
"3981","13",3.3e+07,33500000
"3982","13",33500000,3.4e+07
"3983","13",3.4e+07,34500000
"3984","13",34500000,3.5e+07
"3985","13",3.5e+07,35500000
"3986","13",35500000,3.6e+07
"3987","13",3.6e+07,36500000
"3988","13",36500000,3.7e+07
"3989","13",3.7e+07,37500000
"3990","13",37500000,3.8e+07
"3991","13",3.8e+07,38500000
"3992","13",38500000,3.9e+07
"3993","13",3.9e+07,39500000
"3994","13",39500000,4e+07
"3995","13",4e+07,40500000
"3996","13",40500000,4.1e+07
"3997","13",4.1e+07,41500000
"3998","13",41500000,4.2e+07
"3999","13",4.2e+07,42500000
"4000","13",42500000,4.3e+07
"4001","13",4.3e+07,43500000
"4002","13",43500000,4.4e+07
"4003","13",4.4e+07,44500000
"4004","13",44500000,4.5e+07
"4005","13",4.5e+07,45500000
"4006","13",45500000,4.6e+07
"4007","13",4.6e+07,46500000
"4008","13",46500000,4.7e+07
"4009","13",4.7e+07,47500000
"4010","13",47500000,4.8e+07
"4011","13",4.8e+07,48500000
"4012","13",48500000,4.9e+07
"4013","13",4.9e+07,49500000
"4014","13",49500000,5e+07
"4015","13",5e+07,50500000
"4016","13",50500000,5.1e+07
"4017","13",5.1e+07,51500000
"4018","13",51500000,5.2e+07
"4019","13",5.2e+07,52500000
"4020","13",52500000,5.3e+07
"4021","13",5.3e+07,53500000
"4022","13",53500000,5.4e+07
"4023","13",5.4e+07,54500000
"4024","13",54500000,5.5e+07
"4025","13",5.5e+07,55500000
"4026","13",55500000,5.6e+07
"4027","13",5.6e+07,56500000
"4028","13",5.7e+07,57500000
"4029","13",57500000,5.8e+07
"4030","13",5.8e+07,58500000
"4031","13",58500000,5.9e+07
"4032","13",5.9e+07,59500000
"4033","13",59500000,6e+07
"4034","13",6e+07,60500000
"4035","13",60500000,6.1e+07
"4036","13",6.1e+07,61500000
"4037","13",61500000,6.2e+07
"4038","13",6.2e+07,62500000
"4039","13",62500000,6.3e+07
"4040","13",6.3e+07,63500000
"4041","13",63500000,6.4e+07
"4042","13",6.4e+07,64500000
"4043","13",64500000,6.5e+07
"4044","13",6.5e+07,65500000
"4045","13",65500000,6.6e+07
"4046","13",6.6e+07,66500000
"4047","13",66500000,6.7e+07
"4048","13",6.7e+07,67500000
"4049","13",67500000,6.8e+07
"4050","13",6.8e+07,68500000
"4051","13",68500000,6.9e+07
"4052","13",6.9e+07,69500000
"4053","13",69500000,7e+07
"4054","13",7e+07,70500000
"4055","13",70500000,7.1e+07
"4056","13",7.1e+07,71500000
"4057","13",71500000,7.2e+07
"4058","13",7.2e+07,72500000
"4059","13",72500000,7.3e+07
"4060","13",7.3e+07,73500000
"4061","13",73500000,7.4e+07
"4062","13",7.4e+07,74500000
"4063","13",74500000,7.5e+07
"4064","13",7.5e+07,75500000
"4065","13",75500000,7.6e+07
"4066","13",7.6e+07,76500000
"4067","13",76500000,7.7e+07
"4068","13",7.7e+07,77500000
"4069","13",77500000,7.8e+07
"4070","13",7.8e+07,78500000
"4071","13",78500000,7.9e+07
"4072","13",7.9e+07,79500000
"4073","13",79500000,8e+07
"4074","13",8e+07,80500000
"4075","13",80500000,8.1e+07
"4076","13",8.1e+07,81500000
"4077","13",81500000,8.2e+07
"4078","13",8.2e+07,82500000
"4079","13",82500000,8.3e+07
"4080","13",8.3e+07,83500000
"4081","13",83500000,8.4e+07
"4082","13",8.4e+07,84500000
"4083","13",84500000,8.5e+07
"4084","13",8.5e+07,85500000
"4085","13",85500000,8.6e+07
"4086","13",8.6e+07,86500000
"4087","13",86500000,8.7e+07
"4088","13",8.7e+07,87500000
"4089","13",87500000,8.8e+07
"4090","13",8.8e+07,88500000
"4091","13",88500000,8.9e+07
"4092","13",8.9e+07,89500000
"4093","13",89500000,9e+07
"4094","13",9e+07,90500000
"4095","13",90500000,9.1e+07
"4096","13",9.1e+07,91500000
"4097","13",91500000,9.2e+07
"4098","13",9.2e+07,92500000
"4099","13",92500000,9.3e+07
"4100","13",9.3e+07,93500000
"4101","13",93500000,9.4e+07
"4102","13",9.4e+07,94500000
"4103","13",94500000,9.5e+07
"4104","13",9.5e+07,95500000
"4105","13",95500000,9.6e+07
"4106","13",9.6e+07,96500000
"4107","13",96500000,9.7e+07
"4108","13",9.7e+07,97500000
"4109","13",97500000,9.8e+07
"4110","13",9.8e+07,98500000
"4111","13",98500000,9.9e+07
"4112","13",9.9e+07,99500000
"4113","13",99500000,1e+08
"4114","13",1e+08,100500000
"4115","13",100500000,1.01e+08
"4116","13",1.01e+08,101500000
"4117","13",101500000,1.02e+08
"4118","13",1.02e+08,102500000
"4119","13",102500000,1.03e+08
"4120","13",1.03e+08,103500000
"4121","13",103500000,1.04e+08
"4122","13",1.04e+08,104500000
"4123","13",104500000,1.05e+08
"4124","13",1.05e+08,105500000
"4125","13",105500000,1.06e+08
"4126","13",1.06e+08,106500000
"4127","13",106500000,1.07e+08
"4128","13",1.07e+08,107500000
"4129","13",107500000,1.08e+08
"4130","13",1.08e+08,108500000
"4131","13",108500000,1.09e+08
"4132","13",1.09e+08,109500000
"4133","13",109500000,1.1e+08
"4134","13",110500000,1.11e+08
"4135","13",1.11e+08,111500000
"4136","13",111500000,1.12e+08
"4137","13",1.12e+08,112500000
"4138","13",112500000,1.13e+08
"4139","13",1.13e+08,113500000
"4140","13",113500000,1.14e+08
"4141","13",1.14e+08,114500000
"4142","13",114500000,1.15e+08
"4143","14",5e+05,1e+06
"4144","14",1e+06,1500000
"4145","14",1500000,2e+06
"4146","14",2e+06,2500000
"4147","14",2500000,3e+06
"4148","14",3e+06,3500000
"4149","14",3500000,4e+06
"4150","14",4e+06,4500000
"4151","14",4500000,5e+06
"4152","14",5e+06,5500000
"4153","14",5500000,6e+06
"4154","14",6e+06,6500000
"4155","14",6500000,7e+06
"4156","14",7e+06,7500000
"4157","14",7500000,8e+06
"4158","14",8e+06,8500000
"4159","14",8500000,9e+06
"4160","14",9e+06,9500000
"4161","14",9500000,1e+07
"4162","14",1e+07,10500000
"4163","14",10500000,1.1e+07
"4164","14",1.1e+07,11500000
"4165","14",11500000,1.2e+07
"4166","14",1.2e+07,12500000
"4167","14",12500000,1.3e+07
"4168","14",1.3e+07,13500000
"4169","14",13500000,1.4e+07
"4170","14",1.4e+07,14500000
"4171","14",14500000,1.5e+07
"4172","14",1.5e+07,15500000
"4173","14",15500000,1.6e+07
"4174","14",1.6e+07,16500000
"4175","14",19500000,2e+07
"4176","14",2e+07,20500000
"4177","14",20500000,2.1e+07
"4178","14",2.1e+07,21500000
"4179","14",21500000,2.2e+07
"4180","14",2.2e+07,22500000
"4181","14",22500000,2.3e+07
"4182","14",2.3e+07,23500000
"4183","14",23500000,2.4e+07
"4184","14",2.4e+07,24500000
"4185","14",24500000,2.5e+07
"4186","14",2.5e+07,25500000
"4187","14",25500000,2.6e+07
"4188","14",2.6e+07,26500000
"4189","14",26500000,2.7e+07
"4190","14",2.7e+07,27500000
"4191","14",27500000,2.8e+07
"4192","14",2.8e+07,28500000
"4193","14",28500000,2.9e+07
"4194","14",2.9e+07,29500000
"4195","14",29500000,3e+07
"4196","14",3e+07,30500000
"4197","14",30500000,3.1e+07
"4198","14",3.1e+07,31500000
"4199","14",31500000,3.2e+07
"4200","14",3.2e+07,32500000
"4201","14",3.3e+07,33500000
"4202","14",33500000,3.4e+07
"4203","14",3.4e+07,34500000
"4204","14",34500000,3.5e+07
"4205","14",3.5e+07,35500000
"4206","14",35500000,3.6e+07
"4207","14",3.6e+07,36500000
"4208","14",36500000,3.7e+07
"4209","14",3.7e+07,37500000
"4210","14",37500000,3.8e+07
"4211","14",3.8e+07,38500000
"4212","14",38500000,3.9e+07
"4213","14",3.9e+07,39500000
"4214","14",39500000,4e+07
"4215","14",4e+07,40500000
"4216","14",40500000,4.1e+07
"4217","14",4.1e+07,41500000
"4218","14",41500000,4.2e+07
"4219","14",4.2e+07,42500000
"4220","14",42500000,4.3e+07
"4221","14",4.3e+07,43500000
"4222","14",43500000,4.4e+07
"4223","14",4.4e+07,44500000
"4224","14",44500000,4.5e+07
"4225","14",4.5e+07,45500000
"4226","14",45500000,4.6e+07
"4227","14",4.6e+07,46500000
